,Tweet,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Gender
873,benci diam diam kagum,0,0,0,0,0,0
874,jajar kaleng sepeda,1,1,0,0,0,0
875,moga lekas sembuh minum air mam istirahat,0,0,0,0,0,0
876,selamat siang happy sunday mana nih gunung libur                 f,0,0,0,0,0,0
877,selamat pagi                 sn ua e,0,0,0,0,0,0
878,mbak luke cantik banget bunga selamat siang                 uig,0,0,0,0,0,0
879,cikgu mentwit mana tah,0,0,0,0,0,0
880,selamat pagi happy pekan kawan,0,0,0,0,0,0
881,dsangg groot minggu orang libur kerja bakti groot ibadah nama kerja bakti gabung selesai gereja groot ronda,0,0,0,0,0,0
882,santorinissun gibran twit gibran ramai coba dukung apa,0,0,0,0,0,0
883,oh kira pribadi biar rezeki te tau twit mbak ninik jalan rezeki orang jalan rezeki buka luas,0,0,0,0,0,0
885,buah,0,0,0,0,0,0
886,mbak ninik lo kadang anggap bagus layak sebar,0,0,0,0,0,0
887,gandrew husinshihab yhaa sila pikir,1,1,0,1,0,0
888,sepeda sih,0,0,0,0,0,0
889,gandrew husinshihab bolee be sayang,0,0,0,0,0,0
890,husinshihab janji rasulullah ikut kristen                 t v,0,0,0,0,0,0
891,hegie waalaikum salam selamat pagi beli naik daya juang turun kualitas hidup                 tau,1,0,1,0,0,0
892,santorinissun gibran twit push seru gibran masker oknum pasu aman presiden amat detik pe video lepas masker oknum mas gibran oknum lepas masker indah                 umm zulf,0,0,0,0,0,0
893,judahlion sepe i ajar agama orang non baca alquran sunnah nabi adab,0,0,0,0,0,0
894,bu sus beliau salah naik jokowi jokowi sempat pimpin kali,0,0,0,0,0,0
895,o jelek oknum kena,1,1,0,0,0,0
896,adab mas gibran lembut be indak,0,0,0,0,0,0
897,awal mas gibran be ugas,0,0,0,0,0,0
898,junimendo asyik lo be sayang kristen hindu buddha ateis percaya orang aneh sibuk urus surga sesuai versi lupa surga dunia salah satu hubung sosial,0,0,0,0,0,0
899,sih halal,0,0,0,0,0,0
900,santorinissun idiiihhh hari kemarin hilang twitter sekali nungul iseng,0,0,0,0,0,0
901,sepe inya patut be kasih warga solo pilih mas gibran godok pimpin matang sempurna mari awas kerja mas gibran                 it hem,0,0,0,0,0,0
903,laut,0,0,0,0,0,0
904,mas gibran pimpin jokowi tegas opung low back pain,0,0,0,0,0,0
905,amin,0,0,0,0,0,0
906,hallooo salam tanah jawa saudara                 aa,0,0,0,0,0,0
907,si,0,0,0,0,0,0
908,ya                 p,0,0,0,0,0,0
909,iya selamat pagi,0,0,0,0,0,0
910,selamat pagi mbak iya papua,0,0,0,0,0,0
911,pagi ayam                 ac,0,0,0,0,0,0
912,bintoro push detik pe buang kuota cermat,1,1,0,0,0,0
913,data fakta mas el sepe i,0,0,0,0,0,0
914,bilang ambek,0,0,0,0,0,0
915,addiems treekedua terima kasih lo puji tambah semangat ajar informasi biar bikin sekak model bolee bilang salah mentwit empuk diskak pagiiii                 iya ed,0,0,0,0,0,0
916,pusat papua tawa menteri sosial tri rismaharini papua hangat pagi bawa bantu bangun sosial kabupaten papua basuki menteri kerja rumah rakyat bangun sekolah,0,0,0,0,0,0
917,addiems treekedua keok keok bos bicara,0,0,0,0,0,0
918,addiems treekedua yhaa kira suhu tauknya cupu,1,0,1,0,0,0
919,addiems treekedua ya calon pedeipeh mas gibran calon,0,0,0,0,0,0
920,josua pe olongan allah nama doa pendek orang tua anak allah tolong bersih nama,0,0,0,0,0,0
921,prabowo ajar semangat pantang serah moga umur calon amin                 p,0,0,0,0,0,0
922,addiems treekedua solo partai adil sejahtera ya jokowi calon wali kota solo dukung partai adil sejahtera,0,0,0,0,0,0
923,gibran twit maksud,0,0,0,0,0,0
924,push gibran tarik masker pasu aman presiden mas gibran oknum pasu aman presiden buka masker indah oknum                 umm zulf,0,0,0,0,0,0
925,bu lurah goyang,0,0,0,0,0,0
926,tentara nasional indonesia warga,0,0,0,0,0,0
927,pulang teh,0,0,0,0,0,0
928,treekedua kagum warga solo pilih pimpin kota moga contoh pilih pimpin kota negeri pimpin bawa maju                 wd,0,0,0,0,0,0
929,kangdickyajah kenal blokir,0,0,0,0,0,0
930,izin ya mbak tanam inchi sepe i tanam kacang an bantu tanah,0,0,0,0,0,0
931,mbak niel siniel,0,0,0,0,0,0
932,gibran twit iya                 umm zulf,0,0,0,0,0,0
933,gibran twit                 umm,0,0,0,0,0,0
934,cleo,0,0,0,0,0,0
935,leonita lestari izin                 ukjptbyhmq,0,0,0,0,0,0
936,leonita lestari acara e langsung orang tua                 ukjptbyhmq,0,0,0,0,0,0
937,kemarin asa mbak heni mentwit tari tari papua ya,0,0,0,0,0,0
938,leonita lestari apa alas acara ngehekk,0,0,0,0,0,0
939,code of silence presiden jokowi kali,0,0,0,0,0,0
940,omdickyajah mending lepas unfollow follow biar adil blokir lepas blokir saran,0,0,0,0,0,0
941,ehe,0,0,0,0,0,0
942,mohmahfudmd cinta benar adil benar fakta adil temu jalan te                 lop e,0,0,0,0,0,0
943,lihat cewek,0,0,0,0,0,0
944,pagiii                 rm,0,0,0,0,0,0
946,masuk angin tah mbak mam mik obat suka istirahat cape,1,1,0,0,0,0
947,neng eureeka mas cantik banget,0,0,0,0,0,0
948,beli kepooo,0,0,0,0,0,0
949,izin peluk ya budhe dukacita papa anak budhe al fatihah moga silaturahmi budhe jalin keluarga beliau jalin amin,0,0,0,0,0,0
950,pinjam pulici ayam,0,0,0,0,0,0
952,neng tidur suntik,0,0,0,0,0,0
953,hallooo pagi mas yusuwa happy pekan,0,0,0,0,0,0
954,cantik hamil lawan bulan jokowi cucu cewek cowok ya lihat bentuk perut baby bump mbak kahiyang selamat pagi kawan                 zi,0,0,0,0,0,0
955,waalaikum salam selamat pagi,0,0,0,0,0,0
956,jokowi lepas kangen ya kota jajan colek mama bo sweesal jokowi sukoharjo siang,0,0,0,0,0,0
957,minum tau obat coba pakai oles ulang jam moga cepat sembuh ya tetangga,0,0,0,0,0,0
958,bungs opung bicara                 iya g ox,0,0,0,0,0,0
959,mas wali bilang pakai langsung ungkap,0,0,0,0,0,0
960,mas tjapoenglaut,0,0,0,0,0,0
961,o jokowi usut tuntas ulang kali,1,1,0,0,0,0
962,inchi kacang gunung dengar tanam tingkat,0,0,0,0,0,0
963,punten minyak manfaat,0,0,0,0,0,0
964,coba hubung dinas pe ani daerah solo sukoharjo mas warga,0,0,0,0,0,0
965,t k y,0,0,0,0,0,0
966,ya gubernur moga tambah pundi pundi warga jaga stabil pangan,0,0,0,0,0,0
967,sunrise temu ditwitter,0,0,0,0,0,0
968,aahhh biar fannya,0,0,0,0,0,0
969,santorinissun nih,1,1,0,0,0,0
970,kopra daging kelapa kering rencana ganti kopra biar harga tiket pesawat,0,0,0,0,0,0
971,santorinissun tau norak,0,0,0,0,0,0
972,halo ayam sepe i kelapa pohon mungil buah sepe i pohon kelapa istimewa kelapa genjah cepat buah obyek wisata orang khawatir kelapa,0,0,0,0,0,0
973,juta pohon kelapa genjah sukoharjo solo ya kawan jokowi bese a iriana be olak jawa tanam juta pohon kelapa tunjang tahan pangan nasional,0,0,0,0,0,0
974,fokus jaga sehat aktivitas cacar monyet,0,0,0,0,0,0
975,selamat pagi mas yusuwa kabar neng                 lupa f,0,0,0,0,0,0
976,mbak welas selamat pagi,0,0,0,0,0,0
977,pagi bos,0,0,0,0,0,0
978,mbak lina selamat pagi sehat ya                 kakak,0,0,0,0,0,0
979,amin pagiiii kabar tokek nakal,0,0,0,0,0,0
980,iya mbak pagiii                 cf,0,0,0,0,0,0
981,pagiii,0,0,0,0,0,0
982,ya panggil pagi                 p,0,0,0,0,0,0
983,akun maaf cek,0,0,0,0,0,0
984,selamat pagi mbak lina,0,0,0,0,0,0
985,penuh cinta orang tua                 vj,0,0,0,0,0,0
986,josua pe olongan allah allah tolong nama doa pendek orang tua kawan nama harap orang tuan hadap doa sapa orang tua,0,0,0,0,0,0
987,jokowi bese a iriana pesta merdeka indonesia jokowi kena baju adat lampung kena baju kurung melayu ya selamat pagi kawan sehat semangat                 zx,0,0,0,0,0,0
988,kesana domba sesat temu,1,1,0,0,0,0
989,hikmah ambil solider ya solider urus aib rumah tangga bayar bangga solider urus bela negara bilang bravo keren,0,0,0,0,0,0
990,santorinissun nih yam,1,1,0,0,0,0
991,biar tunggu gede biar jual,0,0,0,0,0,0
992,kasta rendah penjara,0,0,0,0,0,0
993,tokek kicik buaya wawaw,0,0,0,0,0,0
994,rang orang aneh sangka viral bela iya klarifikasi maaf cepat lupa jadi                 v,1,1,0,0,0,0
995,hitung annya                 ribu,0,0,0,0,0,0
996,bupati,1,1,0,1,0,0
997,santorinissun bicara mesti jujur saksi kunci,0,0,0,0,0,0
998,leonita lestari tahu kompor,0,0,0,0,0,0
999,hai nih monsta mbak ulang selamat ulang tah to mbak nita leonita lestari                 f h,0,0,0,0,0,0
1000,selamat pagi                 ya,0,0,0,0,0,0
1001,santorinissun ya,0,0,0,0,0,0
1002,anak bangsa peduli merah putih indonesia,0,0,0,0,0,0
1003,winner senang ngamati,0,0,0,0,0,0
1004,kiri pakai jaket merah muda,0,0,0,0,0,0
1005,walah cari tenar duit begitu aku mualaf kristus,1,1,0,0,0,0
1006,bu korban jiwa karir suami bikin repot jujur kurang salah hati,0,0,0,0,0,0
1007,hallooo pagi kang,0,0,0,0,0,0
1008,weiss selamat anjing kang agustin kakak sumedang langsung                 h,1,1,0,0,0,0
1009,selamat pagi mbak nunung semangat ya,0,0,0,0,0,0
1010,mas yusuwa selamat pagi                 in gue,0,0,0,0,0,0
1011,ayaammm selamat pagi                 rukun warga,0,0,0,0,0,0
1012,pagi nusantara,0,0,0,0,0,0
1013,er,0,0,0,0,0,0
1014,wardi selingkuh indah keluarga karir runtuh                 i,0,0,0,0,0,0
1015,like bonus ucap caci maki lurus agama,0,0,0,0,0,0
1016,tau istri fs cinta pe nya kalah korban sangka,0,0,0,0,0,0
1017,foto edit,0,0,0,0,0,0
1018,listyosigitp sangka terima kasih be indak cepat                 e u we,0,0,0,0,0,0
1019,santorinissun ustaz nu mu sebar dakwah akun garis lurus mesti up,0,0,0,0,0,0
1020,santorinissun tunggu sore yam                 h a,0,0,0,0,0,0
1021,code of silence kode lindung anggota pulici usut tuntas motif                 v,0,0,0,0,0,0
1022,salah alas jokowi gandeng ya iya berantas radikalisme sepe inya ya iya suka buka pamer baik ustaz berantas radikalisme rl dunia,1,1,0,0,0,0
1023,leonita lestari selamat pagi ayam,0,0,0,0,0,0
1024,darah bicara jenderal aib rumah tangga bikin geger negara tuntas sih polisi harap rakyat pegang mandat daulat te inggi                 b be,0,0,0,0,0,0
1025,santorinissun jenderal hoegeng pensiun sum kuning tutup o,1,0,1,0,0,0
1026,berani sepe i hoegeng ungkap sum kuning listyo sigit semangaattt,0,0,0,0,0,0
1028,up calon presiden calon wakil presiden mu coblos sakit hati lanjut,0,0,0,0,0,0
1029,ba mas buah ya,0,0,0,0,0,0
1030,salah fokus buah merah segar sepe i apel,0,0,0,0,0,0
1031,bentar nih panggil kadal gurun jeleeee hitam sakit huruf kapital tulis agama ya kadal gurun jeleeee,1,1,0,1,0,0
1032,mental subsidi,0,0,0,0,0,0
1033,siniel bego berita jadi sumber colok mata id link                 t,0,0,0,0,0,0
1034,siniel mei ya kemarin be emu presiden jokowi jinping impor manggis                 j,0,0,0,0,0,0
1035,iya,0,0,0,0,0,0
1036,amin selamat malam kawan,0,0,0,0,0,0
1037,dadah,0,0,0,0,0,0
1038,residen jokowi tuntas bera i urus rumah tangga presiden bersih tubuh pulici opini pribadi,0,0,0,0,0,0
1039,jokowi bese a iriana pekan solo ethes dadah momen iriana balon anak eh ganjar seru akrab,0,0,0,0,0,0
1040,buah lak,0,0,0,0,0,0
1041,bicara korupsi ya ahli surga agama,1,1,0,0,0,0
1042,pisang,0,0,0,0,0,0
1043,diredja albe fo f selamat malam minggu kawan happy pekan,0,0,0,0,0,0
1044,sih tetangga berani berani bayar                 u iya,0,0,0,0,0,0
1045,calon presiden ri pasuk didik                 f h,0,0,0,0,0,0
1046,kanjeng nd kr semangat kanjeng,0,0,0,0,0,0
1047,pindah server,0,0,0,0,0,0
1048,ekspor manggis cina                 r,0,0,0,0,0,0
1049,mbak niel siniel,0,0,0,0,0,0
1050,malu kerja malu paku,1,1,0,0,0,0
1051,buka lembar kubur fair,0,0,0,0,0,0
1053,santorinissun dengar sih bu smi basuki bu retno low back pain jokowi selesai jabat beliau selesai ilmu alam turun,0,0,0,0,0,0
1054,santorinissun militer presiden langsung atas latih wakil presiden sipil,0,0,0,0,0,0
1055,ekonomi bu smi jago mas budiman sumber daya manusia sumber daya manusia limpah perintah indonesia pintar ekonomi sumber daya manusia pegang ganjar wakil militer,0,0,0,0,0,0
1056,santai bukti takut salib tinggal langkah baptis                 b,0,0,0,0,0,0
1057,kaesangp oke                 sa bi av,1,1,0,0,0,0
1058,final putri indonesia wakil yoyakarta                 sa bi av,1,1,0,0,0,0
1059,selamat pagi mbak pelangi happy pekan                 j,0,0,0,0,0,0
1060,pagi mbak sinta                 hem,0,0,0,0,0,0
1061,pamer cincin berlian ehe moga cepat lamar ya,0,0,0,0,0,0
1062,ya putri yoyakarta mbak selvi putri solo                 r,1,0,1,0,0,0
1063,amin tuuhh kenal in keluarga                 b o,0,0,0,0,0,0
1064,pagi bang lucky happy pekan                 c,0,0,0,0,0,0
1065,pagiiii adem lini ah teman deketnya mas kaesang moga menantu jokowi amin                 v,0,0,0,0,0,0
1066,i love terima kasih be ahan maaf kadang abai peluuukkk bangga pada                 q,0,0,0,0,0,0
1067,titit,0,0,0,0,0,0
1068,jokowi hasil kebun nih                 qv,0,0,0,0,0,0
1069,wagimandeep waahh cowok leo selamat ulang bieb umur sehat mudah rezeki be ambah koleksi amin,0,0,0,0,0,0
1070,leonita lestari cerah terima kasih tambah ilmu,0,0,0,0,0,0
1071,cerah step by step,0,0,0,0,0,0
1072,baswedan ya,0,0,0,0,0,0
1073,yoyakarta istimewa                 hv,0,0,0,0,0,0
1074,no,0,0,0,0,0,0
1075,muka gila out oktober tingkah                 k,0,0,0,0,0,0
1076,atuh bo ajar humble gaul rang orang jbjb puppy bo deh bersay halo ya lumayan deh human,0,0,0,0,0,0
1077,sweesal mama bo sifat ramah hati suka basa basi selamat ulang umur sehat mudah rezeki amin,1,1,0,0,0,0
1078,kayak pulici tembak pulici orang                 i,0,0,0,0,0,0
1079,priska asyik coba mbak priska up video ditwitter                 c,0,0,0,0,0,0
1080,presiden bera i jokowi periode harap orang asyik baik perintah,0,0,0,0,0,0
1081,surga tetangga capt,0,0,0,0,0,0
1082,ayam ganteng ya,0,0,0,0,0,0
1083,lihat politik mending santuyy lihat bayang sirine bunyi,0,0,0,0,0,0
1084,o nice,0,0,0,0,0,0
1085,iya,0,0,0,0,0,0
1086,banget                 cf,0,0,0,0,0,0
1088,ya,0,0,0,0,0,0
1089,ehe kayak kenal nih ikut touring ya                 t gm,0,0,0,0,0,0
1090,cantiiikkkk neng eureeka,0,0,0,0,0,0
1091,moga goal ya bu sus amin,0,0,0,0,0,0
1092,tau agama pakai,0,0,0,0,0,0
1094,tol darat laut udara semangat indonesia,0,0,0,0,0,0
1095,monsterhiphoop kebaya putih,0,0,0,0,0,0
1096,monsterhiphoop luke bal jadi monsta pacar mbak nita,0,0,0,0,0,0
1097,leonita lestari amin,0,0,0,0,0,0
1098,nyaiibubu iya pic temu ditwitter,0,0,0,0,0,0
1099,monsterhiphoop luke bal aseeekkk tuing tuing tuing,0,0,0,0,0,0
1100,tua atur omong jomlo single,0,0,0,0,0,0
1101,nama maaf cari digoogle                 h qg,0,0,0,0,0,0
1102,hangat suasana pilih                 id kakak a,0,0,0,0,0,0
1103,pagi bang                 l,0,0,0,0,0,0
1104,pagi indonesia,0,0,0,0,0,0
1105,luke bal panggil mbak nita aahhh leonita lestari adik mbak,0,0,0,0,0,0
1106,luke bal oke jitak,0,0,0,0,0,0
1107,luke bal lop gue gue jitak,0,0,0,0,0,0
1108,adil negeri l h khofifahip ferrykoto jabar jawa timur contoh bonus sumatra utara jalan tempat infrastruktur nya,0,0,0,0,0,0
1109,dukacita mbak santi,0,0,0,0,0,0
1110,empati dalam dukacita,1,1,0,0,0,0
1112,khofifahip ferrykoto andai pedeipeh partai adil sejahtera gubernur,1,1,0,0,0,0
1113,pengantin bahagia santai sih beda kualitas tetangga                 kd,0,0,0,0,0,0
1114,rugi bilang kangen sayang halo sibuk ya dia sibuk ya cari sibuk sayang ya tinggal cari ganti simpel                 ns,0,0,0,0,0,0
1115,amin selamat istirahat umy barakallah                 r hl c vx,0,0,0,0,0,0
1116,sayang iriana dukung beliau,0,0,0,0,0,0
1117,sayang bu iriana jilbab saran lepas usia iriana jilbab hati mode                 event organizer,0,0,0,0,0,0
1118,luke bal menang keok gue keroyok orang,0,0,0,0,0,0
1119,orang ya sulit bolee pakai kebaya jilbab                 p p,1,1,0,0,0,0
1120,didik suka gaya ya,0,0,0,0,0,0
1121,sepe i,0,0,0,0,0,0
1122,kebaya kembang suka klasik coba deh pakai kebaya                 xz,0,0,0,0,0,0
1123,emerson yuntho jilbab hati istikamah mode paksa,0,0,0,0,0,0
1124,gue jilbab bolee pakai kebaya ubah pancasila bendera merah putih oke,1,0,1,0,0,0
1125,keluarga jokowi islam moderat nusantara jilbab sepe i iriana sepe i mbak kahiyang dipe,1,1,0,1,0,0
1126,biasa konde busana daerah muslimah istikamah harus,0,0,0,0,0,0
1127,islam nusantara,0,0,0,0,0,0
1128,mas halal bihalal,0,0,0,0,0,0
1129,beliau mantap hijab kebaya buka rambut,0,0,0,0,0,0
1130,bachrum achmadi undang bachrum achmadi spill pic undang,0,0,0,0,0,0
1132,sebut jenis kue difolbek,0,0,0,0,0,0
1133,rujak,0,0,0,0,0,0
1134,udit kh khriss bara ndrewstjan panggil umy,0,0,0,0,0,0
1135,iya daerah coba tetap daerah satu lupa euy,0,0,0,0,0,0
1136,pagiii                 z b,0,0,0,0,0,0
1137,mudah an,0,0,0,0,0,0
1138,udit kh khriss bara ya kadang indonesia humor sepe i gus dur,0,0,0,0,0,0
1139,khriss bara ndrewstjan                 q b,0,0,0,0,0,0
1140,emerson yuntho sepe i contoh jilbab siswi                 a,1,1,0,0,0,0
1141,khriss bara ndrewstjan guyon khas nu teliti gocek,0,0,0,0,0,0
1142,mana ya,0,0,0,0,0,0
1143,salah bang emerson mana ya bang emerson larang siswa pakai jilbab pakai jilbab siswi,1,1,0,1,0,0
1144,waalaikum salam selamat pagi mbak yanti,0,0,0,0,0,0
1145,halo bandit psi mana,0,0,0,0,0,0
1146,ya baju kurung bawah batik                 x,0,0,0,0,0,0
1147,mbak pagiii selamat misa ya                 p,0,0,0,0,0,0
1148,orang hijab hilang sifat lembut halus budi hijab kadrun,0,0,0,0,0,0
1149,mbak yanti selamat pagi                 z,0,0,0,0,0,0
1150,ya twit beliau ulang pic ambil bu iriana damping jokowi ambil sumpah jabat presiden,0,0,0,0,0,0
1151,pagiii cantik mbak dharmi,0,0,0,0,0,0
1152,bikin tah,0,0,0,0,0,0
1153,enak,0,0,0,0,0,0
1154,selamat pagi lihat neng kanaya cantik banget,0,0,0,0,0,0
1155,selamat anjing ti sumedang tah                 b,1,1,0,0,0,0
1156,iya umy jaga sehat ya cuaca sahabat,0,0,0,0,0,0
1157,amin selamat pagi bang wanta,0,0,0,0,0,0
1158,happy pekan ayam selamat misa ya                 t,0,0,0,0,0,0
1159,jokowi ambil sumpah presiden kali beliau jilbab                 gede,0,0,0,0,0,0
1160,mata syahdu,0,0,0,0,0,0
1161,halo mandi,0,0,0,0,0,0
1162,jokowi menteri era periode pe hadir lo ramai ya,0,0,0,0,0,0
1163,amin bang timur selamat pagi smi foto kirim cawe sukses acara,0,0,0,0,0,0
1164,amin selamat pagi mbak                 k,0,0,0,0,0,0
1165,amin,0,0,0,0,0,0
1166,walah euy kemarin acara siram,0,0,0,0,0,0
1167,selamat pagi happy pekan,0,0,0,0,0,0
1168,jokowi ajar jis politik nikah manusia politik hancur manusia,1,1,0,0,0,0
1169,amin                 fd,0,0,0,0,0,0
1170,usia beliau foto mas diet ancang kebaya kena smi pengantin mas diet rancang kebaya nikah mbak maudy ayunda wisuda,0,0,0,0,0,0
1171,sri mulyani amin,0,0,0,0,0,0
1172,amin upacara siram calon pengantin pria                 v qj,0,0,0,0,0,0
1173,amin ammar mana sehat smi aji nikah putra bungsu,0,0,0,0,0,0
1174,aniesbaswedan nih kirim bunga ucap selamat jokowi hadir                 e k,0,0,0,0,0,0
1175,amin cuil manja bu smi putra bungsu aji                 wi,1,0,1,0,0,0
1176,amin,0,0,0,0,0,0
1177,menteri menteri kalah,1,1,0,0,0,0
1178,senang lihat ya jokowi saksi nikah,0,0,0,0,0,0
1179,menteri jokowi restu foto saking banyak rela jongkok,0,0,0,0,0,0
1180,senang lihat ya proses kendi percaya buka rezeki pasang meni                 rq,0,0,0,0,0,0
1181,amin momen tegang suami alhamdulillah ijab kabul lancar lo teh heni,0,0,0,0,0,0
1182,iya pas upacara siram                 h,0,0,0,0,0,0
1183,amin kompak menteri                 bd,0,0,0,0,0,0
1184,amin                 mas yk,0,0,0,0,0,0
1185,sweet terima kasih doa,0,0,0,0,0,0
1186,amin,0,0,0,0,0,0
1187,khoirudin amin selamat malam teh nikola selamat malam mas khoirudin                 c,0,0,0,0,0,0
1188,halo mbak pengantin be,0,0,0,0,0,0
1189,amin cantik smi ya                 p jx,0,0,0,0,0,0
1190,amin acara simbol orang tua laksana wajib selesai nikah anak nya                 z,0,0,0,0,0,0
1191,cantik                 vn,0,0,0,0,0,0
1192,papar,0,0,0,0,0,0
1193,bu retno sahabat bu smi                 qb h iya k,0,0,0,0,0,0
1194,amin                 u,0,0,0,0,0,0
1195,sri mulyani mantu alhamdulillah moga cepat cucu ya bu                 t,0,0,0,0,0,0
1196,aniesbaswedan bodoh nih meni perempuan tanggung suami nikah ijab kabul,1,1,0,0,0,0
1197,c,0,0,0,0,0,0
1198,si santorinissun mata dukung,0,0,0,0,0,0
1199,cadar syariat islam cadar busana arab,1,0,1,1,0,0
1200,hem,0,0,0,0,0,0
1201,su lembar,0,0,0,0,0,0
1202,santorinissun anies meni adat jawa munafik bangga adat lahir                 online k iya,1,1,0,0,0,0
1203,istilah guling mata antep kita minum kupi,0,0,0,0,0,0
1204,jari kaki jempol tolong pe imbang ya lelaki,0,0,0,0,0,0
1205,santorinissun leonita lestari amin,0,0,0,0,0,0
1206,busana pilih pakai karung mabuk agama,0,0,0,0,0,0
1207,iya rambut kriwilnya bagus banget mbak tia islam moderat hijab sepe i ibu oke pakai sepe i mbak tia mbak tia jalan malam putri jasmine ya                 b,0,0,0,0,0,0
1208,madebylaluna bonus untuk kawan,0,0,0,0,0,0
1209,madebylaluna bayar pajak jokowi bayar pajak beliau kenan hadir pesta nikah mbak tia                 h jghnsotx,0,0,0,0,0,0
1210,jokowi hadir nikah mbak tia mutiara anies baswedan                 h jghnsotx,0,0,0,0,0,0
1211,mutiara tunang meni mbak tia kena kebaya ucap selamat cebong mbak tia anak anies kampret henti nyinyir sepe inya generasi santai hadap beda pandang politik                 fan page pi tk,1,0,1,0,0,0
1212,madebylaluna bahagia anies baswedan ucap beda pandang politik sila esok lusa kritik                 f,0,0,0,0,0,0
1213,leonita lestari wardi ya iya mending bikin target motor hias emas rumah married cari kumpul capai target                 b,0,0,0,0,0,0
1214,madebylaluna diam,0,0,0,0,0,0
1215,moga sadar mabuk agama                 l v,1,1,0,0,0,0
1216,santorinissun amin                 pj,0,0,0,0,0,0
1217,wardi terang rakyat jelantah utang negara bu smi bayar pajak negara sedia peluk infrastruktur subsidi gas badan selenggara jamin sosial kupi kental mam bahagiyak,1,1,0,0,0,0
1218,amin moga lekas sembuh mbak ve,0,0,0,0,0,0
1219,bunda asal ibunda ayahanda singkat panda bunda panda,0,0,0,0,0,0
1220,mbak mutiara keren,0,0,0,0,0,0
1221,ndrewstjan,0,0,0,0,0,0
1222,uang sedia bulan banyak minyak goreng gula sabun,1,0,1,0,0,0
1223,sah anies mantu undang mari doa baik pengantin sakinah mawadah warahmah amin mbak mutiara cantik banget kebaya rambut kriwilnya                 k vv,0,0,0,0,0,0
1224,sah anies mantu undang mari doa baik pengantin sakinah mawadah warahmah amin mbak mutiara cantik banget kebaya rambut kriwilnya                 k vv,0,0,0,0,0,0
1225,kupi,0,0,0,0,0,0
1226,e,0,0,0,0,0,0
1227,covid rang orang sama batuk perintah rencana vaksin empat,1,1,0,0,0,0
1228,santorinissun ha ya ultahnya selamat ulang mas santo umur rezeki deh cebong keren amin,0,0,0,0,0,0
1229,dengar gahar bu tri rismaharini,0,0,0,0,0,0
1230,santorinissun dukung koruptor ai mana                 g,1,0,1,0,0,0
1231,susipudjiastuti amin keren ujung indonesia sus air pesawat rintis sambung pulau satu indonesia selamat bu sus sukses sus air                 tm,0,0,0,0,0,0
1232,jabat biar suntik vaksin nusantara beres no more vaksin an                 l,0,0,0,0,0,0
1233,leonita lestari contoh guna orang tua lingkung sosial,0,0,0,0,0,0
1234,beda kadrun cebong                 be jq,1,0,1,0,0,0
1235,santorinissun                 yd,0,0,0,0,0,0
1236,ons sih,0,0,0,0,0,0
1237,pulang monsta scroll ketemu,0,0,0,0,0,0
1238,iya mbak mita,0,0,0,0,0,0
1239,santorinissun hem tagar bebas juli salah bla bla bla dukung jokowi bera i dukung ainya koruptor,1,0,1,0,0,0
1240,santorinissun amin,0,0,0,0,0,0
1241,be ambah dewasa hip hip uraaa selamat ulang mas santo santorinissun umur sukses karir rezeki ganteng maksimal pokok baik deh amin,0,0,0,0,0,0
1242,kali tutup hasil                 j o a iya,0,0,0,0,0,0
1244,no caption                 c,0,0,0,0,0,0
1245,mam ya monsta mellow muluk kemarin,0,0,0,0,0,0
1246,pinjam bapak kali,0,0,0,0,0,0
1247,ya iya dukung perintah bera i dukung ainya korupsi hukum seret susilo bambang yudhoyono,1,0,1,0,0,0
1248,mama iriana alhamdulillah,0,0,0,0,0,0
1249,selamat pagi jokowi bese a iriana seoul                 g,0,0,0,0,0,0
1250,virgo girl,0,0,0,0,0,0
1251,lucu nya nama tanggal lahir,0,0,0,0,0,0
1252,hati bilang anjiirrr nongki ceramah                 e disc jockey,0,0,0,0,0,0
1253,deh                 mansyur gue,0,0,0,0,0,0
1254,bawa                 r if,0,0,0,0,0,0
1255,selamat pagi sih ya umur nama,0,0,0,0,0,0
1256,tuju mbak sylvia nyaman lihat ya                 to kg,0,0,0,0,0,0
1257,pagi bang dicky jokowi seoul kunjung kerja jepang kemarin jokowi baik kualitas sumber daya manusia                 zy si,0,0,0,0,0,0
1258,pamit iriana positif permaisuri masako diam akrab iriana tunggu kunjung indonesia mulia presiden jokowi,0,0,0,0,0,0
1259,ngadi deh                 t,0,0,0,0,0,0
1260,nya ya bu menteri negeri                 j,0,0,0,0,0,0
1261,trah oi ei e john kang askrlfess butuh kerja baca scroll an ya bandung bonus bakso,0,0,0,0,0,0
1262,jokowi amin yess cantik anggun beliau jamu madam pengliyuan istri presiden jinping vila diaoyutai state guest house beijing r,0,0,0,0,0,0
1263,f,0,0,0,0,0,0
1264,atas,0,0,0,0,0,0
1265,yess pilih orang ai,1,0,1,0,0,0
1266,rekan ajar sahabat be anya agama bantu ekonomi politik                 zf pt,0,0,0,0,0,0
1267,v dk,0,0,0,0,0,0
1268,selamat malam presiden jokowi damping iriana foto mulia kaisar jepang damping permaisuri masako istana kaisar jepang tokyo rabu tanggal juli                 zq pe i,0,0,0,0,0,0
1269,baru berita baru ngamati rang orang sih,1,1,0,0,0,0
1270,adem lihat ya                 rekan q,0,0,0,0,0,0
1271,kasih c,0,0,0,0,0,0
