,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Gender
1690,@andreasted Ini atuh.. https://t.co/OZNeyQq9gS,0,0,0,0,0,0,0
1691,@branjangankawat Iya.. https://t.co/9EfsiLue4V,0,0,0,0,0,0,0
1692,@Rakyat_Recehan @SantorinisSun Tuh plus meler umbelan. https://t.co/9JAD4Wa3aM,0,0,0,0,0,0,0
1693,@AyamSegar3 Beh ternyata... 🥳🥳🥳 https://t.co/Pqtr4w2mMU,0,0,0,0,0,0,0
1694,"@Khoirunnisa378 @LoveOfSpeechz @PartaiSocmed @jokowi @susipudjiastuti Mbak, lo maluin deh.
Bu Mega perempuan kan??
Pernah jadi presiden.
Dan juga, apa yang salah dengan status janda??",0,0,0,0,0,0,0
1695,"@LoveOfSpeechz @Khoirunnisa378 @PartaiSocmed @jokowi @susipudjiastuti Gosah ngadi2.
Jelas tanggal 14 Februari 2024 kita memilih presiden baru.
Silahkan up siapa jagoanmu, semoga partai2 mendukungnya.",0,0,0,0,0,0,0
1696,"@AnastasiaNuning @tjapoenglaut Biasa mbak Nuning, nemu ditwitter.. 😁",0,0,0,0,0,0,0
1697,@AgusZak94122554 Meleeerrrr tuh umbel. https://t.co/jMDJNlsJ9O,0,0,0,0,0,0,0
1698,"@RANGERmounts Malah dapet ini lihat kertas2 yang dibaca mbak Dian.
Mungkinkah nantinya jadi film dengan mbak Dian sebagai pemeran utama??
https://t.co/Eew2ZgV6dN",0,0,0,0,0,0,0
1699,"@Kucinganggora_8 @SantorinisSun Kan dulu juga pernah jadi menteri di kabinet pertama.
Kerjanya g ada, sekarang juga sama.. 😌😌😌
Lagi mikir, apa motivasi pak Jokow memilihnya, padahal lebih banyak orang-orang yang kerjanya jauh lebih baik.",0,0,0,0,0,0,0
1700,"@tjapoenglaut Kadang iseng pengen santuy Capt.
Akunku kan akun suka2..
Tergantung mood.
😁🙏🙏 https://t.co/GU9Ke2QnWG",0,0,0,0,0,0,0
1701,"Pulici baku tembak, yang koit duluan cctv-nya. https://t.co/rRKoMdjQHD",0,0,0,0,0,0,0
1702,@darmo888 G punya.,0,0,0,0,0,0,0
1703,"@Laksmee129 Dian Sastro itu..
😍😍😍",0,0,0,0,0,0,0
1704,Ngademin Temlen. https://t.co/YjApjBVfhS,0,0,0,0,0,0,0
1705,"Hiiii giginya kuningggg..
Kok cuma satu ya??
Mbok 3 atau 5 gitu yang copot.",0,0,0,0,0,0,0
1706,"Apa harapan untuk ikan buntal ini??
https://t.co/IziovCV5J9",0,0,0,0,0,0,0
1707,"@sonnyprakosa7 @Ghurem2 @panjianom102 Di pedeipeh, pak Jokowi memang anggota partai.
Begitu menjadi presiden, bu Mega minta tambahan menteri, tak digubris.
Menteri dari pedeipeh tersandung korupsi, tetap dihukum..
Pak Jokowi bisa membedakan kapan jadi presiden dan kapan jadi anggota partai.",0,0,0,0,0,0,0
1708,"@sonnyprakosa7 @Ghurem2 @panjianom102 Di partai itu lebih banyak kandidat yang mumpuni untuk jadi presiden.
Dan kita g tau apa motivasi beliau menjadi kader partai.",0,0,0,0,0,0,0
1709,"@arnoldy1230 Ngarep jabatan.
Tuh Zulhas dah nyinyir abis2an dapet jabatan.
Aldo g dapet perhatian, sekarang jadi ngemis donasi.. https://t.co/EvYQaZyWfX",0,0,0,0,0,0,0
1710,"@BasukiR10859579 @Ghurem2 @panjianom102 Aamiin..
Tapi, aku mah tetap berharap, semoga beliau mau maju sebagai gubernur, apalagi udah terdaftar sebagai anggota partai.
Semoga bu Mega berkenan mempertimbangkan.",0,0,0,0,0,0,0
1711,"@SantorinisSun Gantiin ma AHY aja dah..
Siapa tau dia lebih berguna..
😑😑😑 https://t.co/7dTsho4kJp",0,0,0,0,0,0,0
1712,@NinikSito Aamiin.,0,0,0,0,0,0,0
1713,"@baby_alien28 Ha ha ha, mbak2 esteh..
😁😁😁 .
Langsung dapet memenya. https://t.co/NVBpDuv9Jh",0,0,0,0,0,0,0
1714,"@jaemcityonz Ultah tah hari ini??
Congratz..",0,0,0,0,0,0,0
1715,"@neniysur Ha ha ha mood booster..
😍😍😍🥳🥳🥳..
Pagi mbak Neni..
Masak apa hari ini??",0,0,0,0,0,0,0
1716,"@SisiwittFrida Jangan mbak Si..
Mending ma pak SBY aja.",0,0,0,0,0,0,0
1717,@__AnakKolong @MprAldo Hidup si Aldo emang harus seanjing itu ya?? 🤮🤮🤮 https://t.co/LfUytX16f1,0,0,0,0,0,0,0
1718,"@benedictus82 Aamiin..
Hello dedek Shena. . https://t.co/lNzDLC8Uam",0,0,0,0,0,0,0
1719,"@Laksmee129 Pagii, belum istirahat tah?? https://t.co/dZLDJLxIpa",0,0,0,0,0,0,0
1720,Yess.. 👌,0,0,0,0,0,0,0
1721,Galak dimedsos tapi melempem pas ketemu. https://t.co/siwZed4UnV,0,0,0,0,0,0,0
1722,"@SantorinisSun G ah..
Pak Ganjar mah asiknya ma pak Andika..
Biar om Prabowo jadi Menkopolhukam gantiin pak Luhut atau posisi sekarang.
Males temenan ma buntal.
😑😑😑 https://t.co/dEP8ahX7cK",0,0,0,0,0,0,0
1723,"@AyamSegar3 @adies___ Makasih Ayammmm, 🥳🥳🥳 hatur nuhun kang Adies..
🙏. https://t.co/7laDNM8O3m",0,0,0,0,0,0,0
1724,@AyamSegar3 @adies___ Mama sering nyanyiin lagu ini kalo aku ultah.. 😁,0,0,0,0,0,0,0
1725,"@Ghurem2 @panjianom102 Jangankan presiden, dicalonkan jadi gubernur aja, pak Basuki secara halus menolak..

Untuk kerjanya, jempolan.
https://t.co/XGEPynl4tI",0,0,0,0,0,0,0
1726,"Diresuffle aja pak Jokowi..
Mungkin itu lebih baik..
😐😐😐
https://t.co/sqpO5PO1Sz",0,0,0,0,0,0,0
1727,Ehem... 👌. https://t.co/8IhuXaKKwx,0,0,0,0,0,0,0
1728,@Simbok_Dharmi Semua yang mendukung pemerintah dicapnya kafeeerrr.. 🥳🥳🥳,0,0,0,0,0,0,0
1729,"Para pecundang ingin Indonesia seperti Srilanka, lebur.

Tetapi presiden Jokowi beserta kabinetnya berusaha agar kejadian itu tak terjadi di Indonesia.

Salah satu yang dilakukan jangka pendek adalah pemberian modal dan jangka panjang bendungan.

Siang NKRI. https://t.co/YvoVcR90gq",0,0,0,0,0,0,0
1730,"@al_jendra @Ritafauzh Asli.. tuh google aja ngasi tau..
BTW hari ini koperasi juga ultah lho. https://t.co/3XdgCsTTU1",0,0,0,0,0,0,0
1731,"@al_jendra @Ritafauzh Wah bunda ultah??
Bareng atuh ma aku..
Semoga kita panjang umur, bahagia, cantik n happy..
Aamiin.
Hip hip uraaa... https://t.co/VOhII5UMjU",0,0,0,0,0,0,0
1732,"@KemenPU Bung Hatta..
https://t.co/wWYpobtc3j.",0,0,0,0,0,0,0
1733,"@SantorinisSun Udah keluar ini, mungkin pulici baru bisa bertindak. https://t.co/gtNaiXcGtm",0,0,0,0,0,0,0
1734,"@basaillive Ditwitter ya banyak belajar bahasa Jawa..
Tapi itu campuran apa??
Mirip kupi.",0,0,0,0,0,0,0
1735,"@basaillive Kenapa ada kerannya ya??
🤔.. https://t.co/mJBYxayRjF",0,0,0,0,0,0,0
1736,"@basaillive Apa itu ngombor??
Ngebor sumur??",0,0,0,0,0,0,0
1737,"@adies___ Morning kang Adies..
Nice song..
But boleee pagi2 request lagu yaa..
Lagu kumpul bocahnya Vina...
Hatur nuhun...
🙏🙏🙏 https://t.co/RHJpYBe6D4",0,0,0,0,0,0,0
1738,@Madebylaluna Langsung tuh mantan yang g bisa move on.. https://t.co/kiIkhxnYjl,0,0,0,0,0,0,0
1739,🤮🤮🤮🤮🤮 https://t.co/R8v1IwwMW4,0,0,0,0,0,0,0
1740,"@SOERYAWAD1 @Hegie_bae G punya telegram yak..
Jawab aja di sini..",0,0,0,0,0,0,0
1741,"@king_nanijat @sayyasatpol @aniesbaswedan Memotong hewan kurban itu seperti melihat tindakan kekerasan.
Setuju untuk diblur.",0,0,0,0,0,0,0
1742,@Rahmad67718633 Ada yang tanya pendapatmu??,0,0,0,0,0,0,0
1743,"@sayyasatpol @king_nanijat @aniesbaswedan Seperti ini lho.
Bukankah memotong hewan kurban itu harus dengan sekali sayat bukan seperti gerakan menggergaji.
Hewan itu akan kesakitan.
 https://t.co/MNTO3xiA8o",0,0,0,0,0,0,0
1744,Karena kebenaran selalu menemukan jalannya sendiri. https://t.co/wyyQucuMNU,0,0,0,0,0,0,0
1745,"Sebagai bentuk bela rasa dan kepedulian terhadap sesama..
Terima kasih, saudaraku..
🙏🙏🙏..
https://t.co/kYfWdlbGJo",0,0,0,0,0,0,0
1746,@NdrewsTjan Mirip daddy-nya banget.,0,0,0,0,0,0,0
1747,"@NdrewsTjan Pagiii...
Cute banget.. 🥳🥳🥳
Be happy ya..",0,0,0,0,0,0,0
1748,"@Hegie_bae @SOERYAWAD1 Lo temen g ada akhlak..
Dia tuh belain lo bang, malah diisengin..
🤣🤣🤣...

Tapi tadi main ketemlenmu, hmm ada kupisusi.
Apa yang bikin lo tertarik ingin bu Susi jadi presiden.
*Kepo mode on.",0,0,0,0,0,0,0
1749,"@JinTogel Ahayyy, nunggu ahh..
From this to this..
Semangaattt...!!!",0,0,0,0,0,0,0
1750,"@EllyKoro @KoRnHurri Iyalah berdosa.
Mestinya sekali tebas biar ngurangin rasa sakitnya.
Banyak beredar ditemlen, sapi2nya pada ngamookkk...",0,0,0,0,0,0,0
1751,"@Cintada16 @SantorinisSun G sepertinya.
Ngemeng, udah aja. Selesai tanpa materai.",0,0,0,0,0,0,0
1752,"@AnastasiaNuning Sledingan yang cool ya mbak..
Sapa suruh ngambil sendok sembarangan..
Sendoknya dicuci pake pasir??
Kok kerasa...
Sedih.. 😑",0,0,0,0,0,0,0
1753,"@baby_alien28 Wah gercep sendoknya..
😍😍😍",0,0,0,0,0,0,0
1754,🤣🤣🤣🤭🤭🤭 https://t.co/E6MRf9NL0e,0,0,0,0,0,0,0
1755,"@SOERYAWAD1 @Hegie_bae Acieee yang ngambek.
Garing kayak kerupuk..
🤣🤣🤣🤣🤣🥳🥳🥳",0,0,0,0,0,0,0
1756,"@SOERYAWAD1 @Hegie_bae Terus, harus bilang wow gitu??
Emang gw peduli?? https://t.co/4Y3LkRZeG0",0,0,0,0,0,0,0
1757,Hitung mundur... https://t.co/Zfvxve7Kgb,0,0,0,0,0,0,0
1758,@SantorinisSun @wantahgdn__ https://t.co/uFlriFHckQ,0,0,0,0,0,0,0
1759,"@JinTogel Bah, bilang aja mbak Ziii cantik.",0,0,0,0,0,0,0
1760,@SeruniPuspaAlam Cantiknyaaa... 😍😍😍,0,0,0,0,0,0,0
1761,@SOERYAWAD1 @Hegie_bae https://t.co/45074SGCCS,0,0,0,0,0,0,0
1762,"@SomarwaneSefnat @__AnakKolong @__Bungs Lha dia, AHY kelasnya cuma nanyain harga daging pas jelang hari2 besar..
Aki2 zaman rekiblik juga tau kalo harga2 jelang hari2 besar itu naik semua.
Pic g nyambung, cuma lucu aja.👌. https://t.co/sB76VBXuRC",0,0,0,0,0,0,0
1763,"@SantorinisSun Heran aku mah..
Katanya pak Jokowi banyak utang, tapi kok semua pada ingin jadi presiden?? https://t.co/cE4fGrmBoC",0,0,0,0,0,0,0
1764,@monsterhiphoop Ice cream?? https://t.co/839fld9HrF,0,0,0,0,0,0,0
1765,"@__AnakKolong @__Bungs Makin ndeprok aja tuh AHY.
Jangankan bersaing ma Gibran, ma adeknya Gibran aja, Kaesang, udah g level.
Terus AHY pengen jadi presiden??
Raup muka deh, tuh iler bersihin.. https://t.co/XQ5umk5sOh",0,0,0,0,0,0,0
1766,"@yos_kebe @Cupidlucky2 @rita76wati Bandung Boss, monggo..",0,0,0,0,0,0,0
1767,@brury55 https://t.co/Fp3XNS6JUJ,0,0,0,0,0,0,0
1768,"@joseph_hono Selamat misa, mas Joseph..
Selamat menjadi garam dunia...
Pembawa kabar bahagia dan damai.. https://t.co/kSn9nvAFst",0,0,0,0,0,0,0
1769,"@Cupidlucky2 @upilitilia @Ox_lefol @lakibaikelu @Sajakpatahati @HumorJonTampan Assalamualaikum..
Shalom Aleichem..
Karena kita semua bersaudara dalam kemanusiaan.
https://t.co/d1IQs0mRHp",0,0,0,0,0,0,0
1770,"@johnhendrik3 Weh tadi sempat lihat sekilas..
Jadian ma mbak Puspa yak..
🤩...
*Usil mode on",0,0,0,0,0,0,0
1771,"@kawananraja @rizieqdivist @loveniey @KhofifahIP Bu Khofifah lagi ibadah haji..
Wakilnya jadi plt.
Udah ada respon tah dari pak Emil Dardak terkait masalah ini??
https://t.co/boZXJ4wGdu",0,0,0,0,0,0,0
1772,"@tjapoenglaut Selamat misa Capt..
Selamat bersukacita bersamaNya.
Damai dihati juga di bumi.
Tuhan Yesus memberkati..
Aamiin. https://t.co/RzOnGizcir",0,0,0,0,0,0,0
1773,"@MaryanaNunung Teh Nunung..
Selamat Idul Adha..
Mohon maaf lahir dan batin.. https://t.co/PPbG7eU7l5",0,0,0,0,0,0,0
1774,"@WongNdesaSugih Iya, happy semua..",0,0,0,0,0,0,0
1775,"@__XPaijo Met pagi..
Tadi kepagian ya datang sholat Ied nya..
Di mana itu??
Semarang?? https://t.co/RzTID1Mczd",0,0,0,0,0,0,0
1776,@sakadugana Aamiin..,0,0,0,0,0,0,0
1777,"@ewink_tie Mbak Yanti, meni pangling, cantiikkk..
Selamat merayakan Idul Adha..
Mohon maaf lahir dan batin.. https://t.co/qOOiGey9GK",0,0,0,0,0,0,0
1778,"@AnastasiaNuning Selamat pagi mbak Nuning, selamat misa..
🤗🤗🤗 https://t.co/YjsOUnFNPH",0,0,0,0,0,0,0
1779,"Tukang odading makan tomat.
G nyambung tapi bodo amat.
Gabener gitu lho.

JIS dan sirkuit dan Idul Adha??
Oohh karena menurutnya, cuma ini yang bisa dia banggakan.. https://t.co/RxmTvHTyRo",0,0,0,0,0,0,0
1780,"@TriSuwanti20 Minal aidzin wal Faidzin, bude..
Mohon maaf lahir dan batin.. https://t.co/5nImkFjxsF",0,0,0,0,0,0,0
1781,"@__XPaijo @Neng_sofyy Naa nanti November, cmiww, bu lurah yang ultah.
Scorpio bintangnya.",0,0,0,0,0,0,0
1782,"@inikopinagih @puspaswarna @johnhendrik3 RIP..
Turut berdukacita yang sedalam-dalamnya..
🙏🙏",0,0,0,0,0,0,0
1783,"@Wan9Wong2134 Hari yang istimewa..
HBD Boss..
Panjang umur, sehat, kuat.
Aamiin. https://t.co/faRkUT9QXT",0,0,0,0,0,0,0
1784,"@Neng_sofyy @__XPaijo Met kurban bu lurah..
🤗🤗🤗",0,0,0,0,0,0,0
1785,"@__XPaijo @Neng_sofyy Itu putri kecil bu lurah..
Hari ini ultah..",0,0,0,0,0,0,0
1786,🤩 https://t.co/enh6fHyOSN,0,0,0,0,0,0,0
1787,"@maryanti_oemar Mbak Maryanti..
Selamat Idul Adha..
Mohon maaf lahir dan batin..
🙏🙏🙏 https://t.co/zSYuL0r0fB",0,0,0,0,0,0,0
1788,@OmDickyajah Selamat misa om Dicky.. https://t.co/iAcB74fLKX,0,0,0,0,0,0,0
1789,"@SantorinisSun Ibu gubernur kemana ya..
Adakah di JIS juga??",0,0,0,0,0,0,0
1790,"@Pra__93 Terima kasih Bonbon..
🙏🙏🙏
Insya Allah salamnya disampaikan kepapa...
👌 https://t.co/W2liCvqVq7",0,0,0,0,0,0,0
1791,"Dari semalam penuh lantunan doa. Berbeda server, tetapi dihari ini kita bersama2 menikmati keindahan iman dihati..

Selamat merayakan Idul Adha bagi umat muslim dan selamat misa bagi umat Kristiani.. https://t.co/G2gHiwHU2V",0,0,0,0,0,0,0
1792,"@Jkt_Networks Terima kasih mbak Angel, selamat misa..
🤗🤗🤗 https://t.co/dBhCdTaJAX",0,0,0,0,0,0,0
1793,"@dwioktariyadi Lahh pada kegocek..
🤣🤣🤣..
Untung tetangga g ngeh, kalo g bisa abis mereka..",0,0,0,0,0,0,0
1794,"@Pra__93 Request lagu dong Bonbon..
Bolee yaa..
Cindai dari Siti Nurhaliza..
Itu lagu kesukaan papa..
🙏🙏",0,0,0,0,0,0,0
1795,"@DediMulyadi71 @RiuRizkiUtomo_ Ummm..
Punten kang, bilih abdi lepat..
Sanes namina kurban teh dipotongna saatos sholat Ied??

Sateuacanna sholat mah eta disebatna motong sato sanes kurban, sareng urangna masih keneh shaum.
🤔🧐

Wilujeng Iedul Adha..
Hapunten samudaya kalepatan.🙏🙏 https://t.co/YuBkJJqLvM",0,0,0,0,0,0,0
1796,"@acnewbie Buset itu sesama jantan..
Kambing g ada akhlak..
Selamat Idul Adha ya mbak Di..
Maaf lahir dan batin..
🤗🤗🙏 https://t.co/MxRTbhZrLe",0,0,0,0,0,0,0
1797,"@Pra__93 Pagi Bonbon..
Selamat merayakan Idul Adha.. https://t.co/aFu5qbBIeK",0,0,0,0,0,0,0
1798,"@Leonita_Lestari Aamiin..
Terima kasih mbak Nita..
Selamat misa.. https://t.co/qwduhoprdv",0,0,0,0,0,0,0
1799,Dipilih.. Dipilih.. https://t.co/TIr0pmmqZ8,0,0,0,0,0,0,0
1800,@JinTogel Cewek smart akan menghasilkan anak2 yang smart.,0,0,0,0,0,0,0
1801,"@Bean781 @Widodo731 Dan juga lihat, ada g ibu gubernur DKI??",0,0,0,0,0,0,0
1802,"@Cupidlucky2 @rita76wati Mbak Martha, selamat misa..
Izin menggunakan pelataran gereja untuk shalat Ied.
🙏🙏..
Setelah selesai misa, mampir ke rumah. Ajak bang Kristen, bli Hindu, koh Konghucu, om Buddha, mbak Kepercayaan dan Atheis.
Kita mam opor ayam dan ketupat bersama. 🤗🤗🙏 https://t.co/zJvn59DAFZ",0,0,0,0,0,0,0
1803,"@cindy_pon @cak_an6 Disini aku berbicara mengenai kejahatan seksual yang mungkin saja menimpa anak2mu atau saudara perempuanmu dan kalian kaitkan dengan politik??
Situwaras atau situasu?? https://t.co/1QchRmJ6Jt",0,0,0,0,0,0,0
1804,"@locomidulcecoco Hello Valco...
Happy dreams..
🤗🤗",0,0,0,0,0,0,0
1805,"@wa_riedin Anak polah, bapak kepradah.",0,0,0,0,0,0,0
1806,"@baby_alien28 🤗🤗🤗...
Selamat merayakan Idul Adha mbak...
Maaf lahir dan batin.. https://t.co/JNtVfhocOk",0,0,0,0,0,0,0
1807,@edi44331822 Aamiin.. semangaattt...,0,0,0,0,0,0,0
1808,"Zonk contoh ikan buntal..
Gendut, kopong dan beracun.
Ditangan koki yang tepat, ikan dapat berubah menjadi santapan yang sangat lezat.
Koki itu adalah kita.

Bagaimana cara merubahnya??
Jangan pilih dia, maka buntalpun tak lagi beracun. https://t.co/lB6stmrPSz",0,0,0,0,0,0,0
1809,"Apakah anda @Hegie_bae 
Pendukung pedofil ??",0,0,0,0,0,0,0
1810,"@retnosetyow4t Waiyak belum pernah kita lihat ya mbak, wait n see..
Gimana, udah masak opornya??
BTW selamat merayakan Idul Adha..
Maaf lahir dan batin..
🙏🙏 https://t.co/sw8pGjWnYR",0,0,0,0,0,0,0
1811,"Bukan Islam yang dibenci, tapi orang2 cabul yang memanfaatkan sedikit ilmunya untuk berbuat kejahatan. Ngerti @cak_an6 ?
Apa cuma Jokowi yang kesana? Yakin g ada capres-cawapres lain yang berkunjung ke sana juga saat musim kampanye??
Smartthinklah. 🖕",0,0,0,0,0,0,0
1812,"Marahin buukkk, marahiiinnn...
Tendang aja, injek2, blejekinnn... https://t.co/QwJHhdvm4X",0,0,0,0,0,0,0
1813,"@TJHoois @Menlu_RI @jokowi Persiapan bu Retno agar acara ini berlangsung lancar..
Jadi makin sayang ma bu Retno ini.. 🥳🥳🥳

https://t.co/x45qkRe6WX",0,0,0,0,0,0,0
1814,"Skak Matt..!!
Dan panggung politik terakhir Aniespun runtuh.

Presiden Jokowi beserta ibu Iriana berencana akan melaksanakan shalat Iedul Adha di mesjid Istiqlal, Jakarta pada hari Minggu tanggal 10 Juli 2022.

Chaplin, kumismu tinggal helaian. 👌. https://t.co/eymSssyh2Y",0,0,0,0,0,0,0
1815,@SubMessages489 Nyimak.,0,0,0,0,0,0,0
1816,@tjapoenglaut Bahasa awam mah kantung Semar..,0,0,0,0,0,0,0
1817,"@ElinaDio Alhamdulillah..
rencanaNya sungguh indah.",0,0,0,0,0,0,0
1818,"@__Bungs Punten ganggu..
Itu vodkanya diglek2 langsung??
Vodka teh kalo diminum ada buih sodanya??
Rasanya kayak apa??",0,0,0,0,0,0,0
1819,"@Luke_Bali Terima kasih..
🙏🙏🥳🥳🤗🤗🤗
Happy weekend mbak Luke.. https://t.co/LZyBsY3BOF",0,0,0,0,0,0,0
1820,"@NarasiNewsroom Kritik itu ngebacot tanpa solusi.
Bukankah ada musyawarah untuk mencapai mufakat jika ingin bersama mencapai satu tujuan. https://t.co/DNR96vAEBA",0,0,0,0,0,0,0
1821,"""Labbaik Allahumma labbaik.
Labbaik laa syarika laka labbaik.
Innal hamda wan ni'mata laka wal mulk laa syarika lak""",0,0,0,0,0,0,0
1822,@alexa33988831 Is is itu punya om @habibthink,0,0,0,0,0,0,0
1823,"@Ungkel_K @otisram Mainku kurang jauh berarti, tauku itu telur puyuh..
Burung gemak seperti apa??
Baru denger.. 😅..",0,0,0,0,0,0,0
1824,@otisram Telur puyuh??,0,0,0,0,0,0,0
1825,"@IbuMemei @susipudjiastuti Sama2 mbak Memei..
🙏🙏
Have a nice day.. https://t.co/55LFJbhuAk",0,0,0,0,0,0,0
1826,"@gananjaya Eh iya, g ada ketan hitam, kolak pisang.
Bisa jadi bubur lemu atau bubur sumsum...
Kita balik aja pake sendok yukk.. 🥳🥳🥳.. biar ketauan...🤣🤣🤣

Ini sejarah bubur kampiun..
https://t.co/PhJATwUDl2",0,0,0,0,0,0,0
1827,"@IbuMemei @susipudjiastuti Izin menjawab.
Indonesia adalah pengimpor terbesar gandum Ukraina dan Rusia..
Jadi secara sederhananya, pak Jokowi mengusahakan agar selain negara Afrika g kelaparan juga agar terigu g langka di sini.
https://t.co/pur41ZHJnY",0,0,0,0,0,0,0
1828,Bubur kampiun.,0,0,0,0,0,0,0
1829,"@SimanjuntakElly Pagi mbak Elly..
Happy weekend.. https://t.co/VIlI8Zlel8",0,0,0,0,0,0,0
1830,@Suhadi_w @KangEnde1 @umardhan @petanirumah Ganti bojo??,0,0,0,0,0,0,0
1831,"@Pekaklonto76 Selamat pagi, Pekak..
Lagi apa Whiskey?? https://t.co/8Nqo8U8A2f",0,0,0,0,0,0,0
1832,"@monsterhiphoop @BuayaUbanan Pulang yuk Monsta, ntar dijitak lho..",0,0,0,0,0,0,0
1833,"@saikru77 @BakarSmith @na_dirs @maman1965 @sayid__machmoed @Uki23 Namanya juga kita beda server.
Beribadahlah sesuai agamamu, aku dengan agamaku, dan kita tetap bersaudara.",0,0,0,0,0,0,0
1834,"@monsterhiphoop Susah Boss, rata2 ngandelin kader partai.
Pedeipeh jelas punya pak Ganjar n mbak Puan.
Gerindra ada pak Prabowo.
Paling mungkin jadi menteri lagi atau ketua MUI sekalian??",0,0,0,0,0,0,0
1835,"@monsterhiphoop Tumben lempeng..
Dah minum cucu ya..",0,0,0,0,0,0,0
1836,"@Astee_mou Selamat pagi mbak Astee..
Lama g saling bersay hello..
Gimana putrinya..
Masih sering nyanyi?
Ikut lomba?? https://t.co/m8soOxkAep",0,0,0,0,0,0,0
1837,"@monsterhiphoop Bersyukur atuh kita bukan di timteng.
Mengolok itu kata lain dari sirik tanda tak mampu.
Cewek yang katanya kelas 2 versi mereka itu bisa setara ma mereka, palagi cowoknya.
🤧",0,0,0,0,0,0,0
1838,"@monsterhiphoop Dari dulu viral juga, kalo baca thread sapa tuh, masuk akal susah dijemput.
Santri taat kyai.
Tapi pas ada berita kyai NU sejatim nganjurin dia buat nyerahin diri, besoknya langsung bisa diciduk meskipun pake drama segala.",0,0,0,0,0,0,0
1839,"@monsterhiphoop Fashionable juga..
Makasih pagi2 dah muji..
🥳🥳🥳🤣🤣🤣",0,0,0,0,0,0,0
1840,"@Laksmee129 Udah jadi gula pasir sekarang..
🤣🤣😍😍😍",0,0,0,0,0,0,0
1841,@Laksmee129 Selamat pagi mbak Laksmee.. https://t.co/2IbmxxVV3M,0,0,0,0,0,0,0
1842,"@monsterhiphoop 5 juta suara plus keluarga santri, belum termasuk tetangga, sodara dll pasti jumlah yang menggiurkan.
Semua balon berkunjung ke pesantren2, buat minta dukungan..
Berkunjung minta dukungan harus disertai balas budi dengan ngebiarin anaknya bebas?
Beda masalah.",0,0,0,0,0,0,0
1843,"@fadyanova @jokowi Ehe..
https://t.co/Jp1d99cT4I",0,0,0,0,0,0,0
1844,"@LuckyCikgu_007 Waduh Cikgu sampe komen..
🤗🤗",0,0,0,0,0,0,0
1845,"Tindakan Tegas Yang Patut Diapresiasi.
Tak salah presiden Jokowi memilih beliau.

https://t.co/qeJdhpmFxA",0,0,0,0,0,0,0
1846,"@Laksmee129 @Leonita_Lestari Disatuselkan ma Rian Jombang aja..
Kan sama2 sekota.",0,0,0,0,0,0,0
1847,"@Leonita_Lestari Orang tua pikun..
Umurnya aja lupa.. gimana kita bisa percaya nasehatnya?? https://t.co/Qo0stR7E9E",0,0,0,0,0,0,0
1848,"Masih mantan terindah..
Makanya sulit move on..

Setelah 22 tahun kucel g dibersihkan, Ahok menggandeng perusahaan Jerman untuk membersihkan Monas karena ingin memberikan yang kualitas terbaik untuk Jakarta.
https://t.co/XH5VdMC0eF https://t.co/5jA28jWoWt",0,0,0,0,0,0,0
1849,@PrabuAngkara G.,0,0,0,0,0,0,0
1850,@SantorinisSun Dia ingin menanamkan image bahwa JIS adalah Anies. https://t.co/o3nqm4Wq8l,0,0,0,0,0,0,0
1851,"Rasain..
Makanya kerja. https://t.co/UfJwTwwSCx",0,0,0,0,0,0,0
1852,"@Marulia8 Lamang ketan..
Makanan khas daerah Sumbar.
Enak dimam ama rendang, tape ketan.",0,0,0,0,0,0,0
1853,"@rasjawa Aamiin..
Sakit apa tah??",0,0,0,0,0,0,0
1854,"@KangNanooo Manohara, panggil aja Mano. https://t.co/KaAGClqlrR",0,0,0,0,0,0,0
1855,@SantorinisSun Salah satu yang malesin pilih om Prabowo n partai Gerindra ya karena ada ikan buntel ini. https://t.co/o98UkZmk3O,0,0,0,0,0,0,0
1856,"@PostinusGul Ha ha ha..
Aku putar videonya 10x, biar nanti pastornya pegelll loncat2 mulu...
🤣🤣🤣",0,0,0,0,0,0,0
1857,"@SantorinisSun Beliau adalah raja dihati orang2 yang mencintainya..
Tetap sehat tetap semangat pak Jokowi..
Kita tuntaskan bersama kerja ini. https://t.co/QlohFdnT2Q",0,0,0,0,0,0,0
1858,@SantorinisSun Ngebut but.. https://t.co/cI1Bdt9oUO,0,0,0,0,0,0,0
1859,"@sylviawoskan Aamiin..
Pagi mbak Sylvia.. https://t.co/RJIT1nMPPy",0,0,0,0,0,0,0
1860,"Selamat pagi..
Selamat berakhir pekan, kawan...

Wah kabar gembira, 😍😍😍sepertinya mbah Owi mo dapet tambahan cucu nih dari mbak Kahiyang.. https://t.co/stP6GsOVkj",0,0,0,0,0,0,0
1861,@acnewbie Ya,0,0,0,0,0,0,0
1862,@acnewbie Nambah lagi satu orang cabul berkacamata. https://t.co/jtebVYjMkp,0,0,0,0,0,0,0
1863,"@1802_kimmi Selamat malam mbak Kimmy..
Tetap waspada n hati2.. https://t.co/go7QgDqE1a",0,0,0,0,0,0,0
1864,@eskoopi @IamRainfalls @LenixSvnc @Diituuyy @azaleabetony Nih. https://t.co/9b2SF74pKq,0,0,0,0,0,0,0
1865,"@puspaswarna Al Fatihah untuk ibunda..
🙏",0,0,0,0,0,0,0
